Downloaded from wid.world on 02-05-2023 at 23:38:37
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1807;Unnamed: 4
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1808;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1809;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1810;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1811;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1812;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1813;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1814;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1815;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1816;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1817;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1818;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1819;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1820;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1821;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1822;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1823;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1824;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1825;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1826;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1827;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1828;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1829;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1830;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1831;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1832;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1833;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1834;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1835;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1836;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1837;
